pool_id,steering_trajectory_id,source_collection,canonical_task,canonical_subtask,slot_index,command,automatic_class,rule_reason,secondary_review_required,primary_manual_class,primary_same_intent_with_canonical,primary_reviewer,primary_review_notes,secondary_manual_class,secondary_same_intent_with_canonical,secondary_reviewer,secondary_review_notes,adjudicated_class,adjudicated_same_intent_with_canonical,adjudicator,adjudication_notes
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,0,Lift the object after grasping it,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,1,Lift the red object,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,2,Raise the gripper with the red object,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,3,Move the red object upwards,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,4,"Raise the object near [52, 92]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,5,Lift the Red Object,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,6,put the red object in the pot on the left burner,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,7,"Move the gripper up from [80, 49] to [43, 68]",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_80082ff3b27f3d26,48072,icra,put the red object in the pot on the left burner,Lift the Red Object,8,"Lift the red object, while holding it",hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,True,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,0,Release the spatula near the sink,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,1,"Release the spatula near [54, 118]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,2,"Open the gripper to drop the spatula at [55, 118]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,3,Move the spatula to the bottom left corner of the sink.,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,4,"Open the gripper at [32, 91], [32, 80], [31, 83]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,5,Release the spatula,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,6,Open the gripper to release the spatula,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,7,"Open gripper at the bottom left corner to release the spatula at [55, 118]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,8,Drop the spatula at the bottom left corner,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,9,Open the gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,10,Release the spatula at the bottom left corner of the sink,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,11,"Release the spatula at the bottom left corner of the sink at [55, 118]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_fb87e76c6bf010bf,30032,icra,Move the spatula to the bottom left corner of the sink.,Release the spatula at the bottom left corner of the sink,12,"Open the gripper at [32, 91]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,0,remove the lid from the left burner,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,1,"Grasp the left burner lid at location [107, 109] after backing up slightly.",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,2,"Close the gripper at position [88, 90] to grasp the lid.",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,3,Close the gripper.,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,4,"Grasp the lid at [107, 109].",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,5,Grasp the left burner lid.,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,6,Grasp the left burner lid,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,7,"Grasp the lid near the burner at [140, 148].",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,8,"Grasp the lid at [107, 109] by closing the gripper.",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,9,Move backward up and grasp the lid.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,10,Close gripper to grasp the lid.,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_af7cc279fbbb6a62,5722,icra,remove the lid from the left burner,Grasp the left burner lid,11,"Close the gripper at [88, 90] to grab the lid.",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,0,"Go to the spatula at [66, 173] while avoiding the pot at [177, 168]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,1,"Move to [24, 92] near the spatula at [66, 173]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,2,Move down towards the spatula,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,3,Move to the spatula,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,4,Pick up the green spatula and place it behind the pot,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,5,"Move to [95, 59], [49, 84], [24, 92] to reach the spatula",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,6,Reach for the green spatula,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,7,"Move to the green spatula at [66, 173]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_4f19584c07fadd34,5060,rss,Pick up the green spatula and place it behind the pot,Reaching for the green spatula,8,Reaching for the green spatula,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,0,"Move to the red fruit at [182, 114]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,1,"Move the gripper to [94, 35], [145, 50], and finally to [179, 66]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,2,"Reach for the red fruit at [182, 114]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,3,Go to the red object,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,4,Pick up the red fruit and put it in the pot,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,5,Reach for and move to the red fruit,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,6,Approach the fruit,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,7,Move toward the object,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_83c0d6f00247c198,36357,rss,Pick up the red fruit and put it in the pot,Reach for and move to the red fruit,8,"Move right to [161, 55]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,0,Open the gripper to release the knife,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,1,Release the knife,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,2,Open the gripper and move up slightly,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,3,"Open the gripper while at [133, 91]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,4,Open the gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,5,"Open the gripper at [131, 82], [130, 91], [132, 90] to drop the knife",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,6,Move the knife between the pot and the pepper.,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,7,"Drop the knife at [128, 90]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_a379df96efad50a7,46955,rss,Move the knife between the pot and the pepper.,Release the knife,8,Release the knife near the pepper,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_8d3c6cf48ebd7489,12551,rss,Move the towel to the front left of the table.,Adjust position,0,Move the gripper upwards and rightwards.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_8d3c6cf48ebd7489,12551,rss,Move the towel to the front left of the table.,Adjust position,1,Adjust position,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_8d3c6cf48ebd7489,12551,rss,Move the towel to the front left of the table.,Adjust position,2,"Move the gripper to [37, 108].",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_8d3c6cf48ebd7489,12551,rss,Move the towel to the front left of the table.,Adjust position,3,"Move the gripper upwards and rightwards from [39, 115] to [86, 60]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_8d3c6cf48ebd7489,12551,rss,Move the towel to the front left of the table.,Adjust position,4,Adjust the robot's position.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_8d3c6cf48ebd7489,12551,rss,Move the towel to the front left of the table.,Adjust position,5,Move the towel to the front left of the table.,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_8d3c6cf48ebd7489,12551,rss,Move the towel to the front left of the table.,Adjust position,6,"Move the gripper away from the towel at [58, 131] on the table at [143, 137].",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,0,"Place the pineapple on the towel at [156, 110].",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,1,Place the pineapple on the yellow towel,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,2,Open the gripper to place the pineapple.,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,3,"Open the gripper at approximately [156, 75].",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,4,Place the pineapple on the yellow towel.,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,5,"Move to [156, 75], [155, 78], [156, 76] and release the pineapple on the towel.",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,6,"Release the pineapple above the towel at [156, 110].",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_9bdb21a28ca9e5a7,12719,rss,Pick up the pineapple and place it on the yellow towel,Place the pineapple on the yellow towel,7,Pick up the pineapple and place it on the yellow towel,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_2a104f6a3ffe0300,45560,rss,Move the spoon to the bottom right of the table.,Move the spoon to the right,0,Move the spoon to the right,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_2a104f6a3ffe0300,45560,rss,Move the spoon to the bottom right of the table.,Move the spoon to the right,1,Move the spoon to the bottom right of the table.,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_2a104f6a3ffe0300,45560,rss,Move the spoon to the bottom right of the table.,Move the spoon to the right,2,Move the spoon to the bottom right,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_2a104f6a3ffe0300,45560,rss,Move the spoon to the bottom right of the table.,Move the spoon to the right,3,"Move the spoon along [106, 70], [106, 64], [100, 55], [124, 120]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_2a104f6a3ffe0300,45560,rss,Move the spoon to the bottom right of the table.,Move the spoon to the right,4,Move the spoon toward the bottom right of the table,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_2a104f6a3ffe0300,45560,rss,Move the spoon to the bottom right of the table.,Move the spoon to the right,5,"Move the spoon right, ending at [124, 120]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,0,"Move up and close gripper on strawberry at [38, 113]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,1,Grasp the strawberry,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,2,touch the towel and put the strawberry to top on it,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,3,Close gripper and move up,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,4,"Grasp the strawberry at [38, 113]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,5,"Pick up the strawberry at location [38, 113]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,6,Close the gripper to pick up the strawberry,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_d1c2ecc439b4b853,41441,rss,touch the towel and put the strawberry to top on it,Grasp the strawberry,7,Grasp the object,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,0,"Open gripper at [163, 64], [160, 60], [163, 59], [159, 68]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,1,"Release grapes into the silver pot at [174, 102]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,2,put the grapes inside the silver pot,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,3,Open the gripper to release the grapes into the pot,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,4,Release grapes into the silver pot,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,5,"Drop grapes at [168, 89]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,6,Drop the grapes,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_62aa54fb22c1c0a6,44448,rss,put the grapes inside the silver pot,Release grapes into the silver pot,7,Move down and open gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,0,Put the pot to the right of the napkin.,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,1,Close the gripper around the pot,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,2,Close the gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,3,"Grasp the pot at [92, 86]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,4,Grasp the pot,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,5,"Grasp the pot at [88, 85] after reaching to [104, 87]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,6,Grasp the Pot,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_87a9b2cc84836532,22546,rss,Put the pot to the right of the napkin.,Grasp the Pot,7,Close the gripper on the pot,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,0,Move down and close the gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,1,"Close the gripper at [182, 128], [182, 140] to grasp the mushroom",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,2,"Move down to [182, 141] and grasp the mushroom at [186, 153]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,3,Close the gripper on the mushroom,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,4,"Move down to [180, 136] and then up to grasp the mushroom",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,5,Put the mushroom in front of the microwave,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,6,Grasp the Mushroom,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,7,"Grasp the mushroom at [177, 153]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_57c4247863488456,46498,rss,Put the mushroom in front of the microwave,Grasp the Mushroom,8,Grasp the mushroom,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,0,Transfer the capsicum from the pan to above the table.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,1,Move the gripper to the right and down towards the table.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,2,"Move the capsicum from [82, 105] to [150, 98] towards the table.",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,3,"Move the capsicum from above the pan to above the table at [168, 125].",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,4,"Move the capsicum toward the table, avoiding the pan at [126, 122].",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,5,Move the capsicum towards the table.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,6,Move capsicum out of pan and place it on the table.,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_e1d4dec769fb30bf,5743,rss,Move capsicum out of pan and place it on the table.,Move capsicum towards table,7,Move capsicum towards table,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_aa3309be65343085,33701,rss,put the pot on the towel,lift the pot,0,"Move the gripper along [90, 106], [90, 100], [89, 96], [86, 85], [78, 87].",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_aa3309be65343085,33701,rss,put the pot on the towel,lift the pot,1,"Move the pot up to [61, 92].",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_aa3309be65343085,33701,rss,put the pot on the towel,lift the pot,2,"Move up, then move backward and left.",atomic_motion_or_gripper_command,high_precision_atomic_pattern,True,,,,,,,,,,,,
pool_aa3309be65343085,33701,rss,put the pot on the towel,lift the pot,3,Lift the pot away from the towel.,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
